IDZipCode,Province/City,Wards,District,Country,Continents
1005,Hebron,Lugo  [Lugo],Joypurhat,Palestine,Asia
1006,Nablus,Binshangul Gumuz,Saint John,Palestine,Asia
1007,Quezon City,Barcelona  [Barcelona],Saint Thomas,Philippines,Asia
1008,Manila,Navarra / Nafarroa,Rajbari,Philippines,Asia
1009,Caloocan City,YeDebub Biheroch Bihereseboch na Hizboch,Nilphamari,Philippines,Asia
1010,Budta,Álava / Araba,Yevlax,Philippines,Asia
1011,Doha,Ourense  [Orense],Saint Michael,Qatar,Asia
1012,Al Wakrah,Salamanca,Comilla,Qatar,Asia
1013,Al Khawr,Teruel,Satkhira,Qatar,Asia
1014,Al Wukayr,Etel_-Pohjanmaa,Pirojpur,Qatar,Asia
1015,Riyadh,Huelva,Narail,Saudi Arabia,Asia
1016,Jeddah,Etel_-Karjala,Faridpur,Saudi Arabia,Asia
1017,Mecca,Hareri Hizb,Brahmanbaria,Saudi Arabia,Asia
1018,Medina,Zamora,Kushtia,Saudi Arabia,Asia
1019,Singapore,La Rioja,Kishoreganj,Singapore,Asia
1020,Seoul,Palencia,Saint Joseph,South Korea,Asia
1021,Busan,Zaragoza,Chapai Nawabganj,South Korea,Asia
1022,Incheon,Murcia,Rangamati,South Korea,Asia
1023,Daegu,Gambela Hizboch,Sunamganj,South Korea,Asia
1024,Colombo,Lappi,Tangail,Sri Lanka,Asia
1025,Dehiwala-Mount Lavinia,Melilla,Saint Philip,Sri Lanka,Asia
1026,Mount Lavinia,Cádiz,Republika Srpska,Sri Lanka,Asia
1027,Galkissa,Girona  [Gerona],Narayanganj,Sri Lanka,Asia
1028,Aleppo,Pontevedra  [Pontevedra],Chittagong,Syria,Asia
1029,Damascus,Las Palmas,Natore,Syria,Asia
1030,Homs,Keski-Pohjanmaa,Rajshahi,Syria,Asia
1031,Latakia,Lleida  [L_rida],Dhaka,Syria,Asia
1032,Taipei,Madrid,Chandpur,Taiwan,Asia
1033,Kaohsiung,Valladolid,Gopalganj,Taiwan,Asia
1034,Taichung,Dire Dawa,Rangpur,Taiwan,Asia
1035,Tainan,Lau,Jessore,Taiwan,Asia
1036,Dushanbe,P_ij_t-H_me,Naogaon,Tajikistan,Asia
1037,Istaravshan,Lomaiviti,Gaibandha,Tajikistan,Asia
1038,Konibodom,Rewa,Lalmonirhat,Tajikistan,Asia
1039,Vahdat,Amara,Patuakhali,Tajikistan,Asia
1040,Bangkok,Satakunta,Shariatpur,Thailand,Asia
1041,Samut Prakan,Rotuma,Khulna,Thailand,Asia
1042,Mueang Nonthaburi,Pirkanmaa,Manikganj,Thailand,Asia
1043,Udon Thani,Pohjois-Karjala,Munshiganj,Thailand,Asia
1044,Istanbul,Pohjois-Pohjanmaa,Sylhet,Turkey,Asia
1045,Ankara,Oromiya,Magura,Turkey,Asia
1046,Bursa,Ba,Netrakona,Turkey,Asia
1047,Adana,Sumale,Vlaams Brabant,Turkey,Asia
1048,Ashgabat,Kosrae,Bal_,Turkmenistan,Asia
1049,Mary,Kadavu,Sirajganj,Turkmenistan,Asia
1050,Balkanabat,Keski-Suomi,West-Vlaanderen,Turkmenistan,Asia
1051,Bayramaly,Etel_-Savo,Gnagna,Turkmenistan,Asia
1052,Dubai,Nadroga and Navosa,Kardzhali,United Arab Emirates,Asia
1053,Abu Dhabi,Pohjois-Savo,Oost-Vlaanderen,United Arab Emirates,Asia
1054,Sharjah,Pohjanmaa,Panchagarh,United Arab Emirates,Asia
1055,Al Ain,Serua,Bam,United Arab Emirates,Asia
1056,Tashkent,Uusimaa,Hainaut,Uzbekistan,Asia
1057,Namangan,Bua,Namur,Uzbekistan,Asia
1058,Samarqand,Pohnpei,"Bruxelles-Capitale, R_gion de",Uzbekistan,Asia
1059,Andijon,Cakaudrove,Ganzourgou,Uzbekistan,Asia
1060,Sanaa,Hautes-Alpes,Thakurgaon,Yemen,Asia
1061,Aden,Varsinais-Suomi,Kadiogo,Yemen,Asia
1062,Ibb,Doubs,Limburg,Yemen,Asia
1063,Al Bayda,Ari ge,Bougouriba,Yemen,Asia
1064,Tirana,Cher,Gourma,Albania,Europe
1065,Elbasan,Finist re,Pabna,Albania,Europe
1066,Pogradec,Dordogne,Yagha,Albania,Europe
1067,Patos,Kymenlaakso,Banwa,Albania,Europe
1068,Andorra la Vella,Naitasiri,Li ge,Andorra,Europe
1069,les Escaldes,Corse-du-Sud,Ioba,Andorra,Europe
1070,Encamp,Cantal,K_n_dougou,Andorra,Europe
1071,la Massana,Allier,Boulgou,Andorra,Europe
1072,Vienna,Aisne,Noumbiel,Austria,Europe
1073,Graz,Ra,Gabrovo,Austria,Europe
1074,Linz,Dr me,Komondjari,Austria,Europe
1075,Salzburg,Chuuk,Baz gaga,Austria,Europe
1076,Minsk,C tes-d'Armor,Kourw_ogo,Belarus,Europe
1077,Gomel,Bouches-du-Rh ne,Kouritenga,Belarus,Europe
1078,Mahilyow,Haute-Corse,Brabant wallon,Belarus,Europe
1079,Vitebsk,Macuata,Namentenga,Belarus,Europe
1080,Brussels,Ain,Antwerpen,Belgium,Europe
1081,Antwerpen,Corr ze,Sherpur,Belgium,Europe
1082,Gent,Landes,Kompienga,Belgium,Europe
1083,Charleroi,Is re,Boulkiemd_,Belgium,Europe
1084,Sarajevo,Haute-Loire,Oudalan,Bosnia and Herzegovina,Europe
1085,Banja Luka,Haute-Garonne,Veliko Tarnovo,Bosnia and Herzegovina,Europe
1086,Zenica,Aube,Loroum,Bosnia and Herzegovina,Europe
1087,Tuzla,Manche,Montana,Bosnia and Herzegovina,Europe
1088,Sofia,Tailevu,Como_,Bulgaria,Europe
1089,Plovdiv,Alpes-de-Haute-Provence,Nahouri,Bulgaria,Europe
1090,Varna,Mayenne,Dobrich,Bulgaria,Europe
1091,Burgas,C te-d'Or,Kossi,Bulgaria,Europe
1092,Zagreb,Alpes-Maritimes,Tuy,Croatia,Europe
1093,Split,Haute-Marne,Mouhoun,Croatia,Europe
1094,Rijeka,Indre,Sissili,Croatia,Europe
1095,Osijek,Namosi,Zoundw_ogo,Croatia,Europe
1096,Nicosia,Loir-et-Cher,Passor_,Cyprus,Europe
1097,Limassol,Aveyron,L_raba,Cyprus,Europe
1098,Larnaca,Loire-Atlantique,Oubritenga,Cyprus,Europe
1099,Famagusta,Oise,Razgrad,Cyprus,Europe
1100,Prague,Haute-Savoie,S_no,Czech Republic,Europe
1101,Brno,Ardennes,Poni,Czech Republic,Europe
1102,Ostrava,Ille-et-Vilaine,Plovdiv,Czech Republic,Europe
1103,Pilsen,Morbihan,Blagoevgrad,Czech Republic,Europe
1104,Copenhagen,Savoie,Koulp_logo,Denmark,Europe
1105,Odense,Gironde,Sangui_,Denmark,Europe
1106,Aalborg,Gers,Luxembourg,Denmark,Europe
1107,Frederiksberg,Lot,Sanmatenga,Denmark,Europe
1108,Tallinn,Haut-Ogoou_,Houet,Estonia,Europe
1109,Tartu,Maine-et-Loire,Soum,Estonia,Europe
1110,Narva,Hautes-Pyr_n_es,Zondoma,Estonia,Europe
1111,Viljandi,Meurthe-et-Moselle,Yatenga,Estonia,Europe
1112,Argir,Sa ne-et-Loire,Nayala,Faroe Islands,Europe
1113,Vestmanna,Eure,Varna,Faroe Islands,Europe
1114,Sandur,Gard,Sourou,Faroe Islands,Europe
1115,Kunoy,Loiret,Lovech,Faroe Islands,Europe
1116,Helsinki,Yonne,Ruse,Finland,Europe
1117,Espoo,Haut-Rhin,Pleven,Finland,Europe
1118,Tampere,Barnet,Vidin,Finland,Europe
1119,Vantaa,Ard che,Tapoa,Finland,Europe
1120,Paris,Essonne,Burgas,France,Europe
1121,Marseille,Bradford,Ziro,France,Europe
1122,Lyon,Pyr_n_es-Orientales,Smolyan,France,Europe
1123,Toulouse,Loire,Kjustendil,France,Europe
1124,Berlin,Vaucluse,Vratsa,Germany,Europe
1125,Hamburg,Ogoou_-Maritime,Sliven,Germany,Europe
1126,Munich,Charente,Al Janubiyah,Germany,Europe
1127,Frankfurt am Main,Brighton and Hove,Targovishte,Germany,Europe
1128,Gibraltar,Puy-de-D me,Pernik,Gibraltar,Europe
1129,Athens,Deux-S vres,Pazardzik,Greece,Europe
1130,Piraeus,Birmingham,Cibitoke,Greece,Europe
1131,Volos,Lot-et-Garonne,Silistra,Greece,Europe
1132,Agios Dimitrios,Somme,Karuzi,Greece,Europe
1133,Saint Peter Port,Marne,Sofia,Guernsey,Europe
1134,St Anne,Clackmannanshire,Bururi,Guernsey,Europe
1135,Saint Sampson,Ni vre,Sofia (stolitsa),Guernsey,Europe
1136,Saint Saviour,Moselle,Al  Asimah,Guernsey,Europe
1137,Budapest,Charente-Maritime,Plateau,Hungary,Europe
1138,Debrecen,Loz re,Kirundo,Hungary,Europe
1139,Miskolc,Tarn,Ash Shamaliyah,Hungary,Europe
1140,Szeged,Ngouni_,Shumen,Hungary,Europe
1141,Akureyri,East Lothian,Stara Zagora,Iceland,Europe
1142,Akranes,Pyr_n_es-Atlantiques,Santa Cruz,Iceland,Europe
1143,Selfoss,Vend_e,Muyinga,Iceland,Europe
1144,Seltjarnarnes,Nord,Atlantique,Iceland,Europe
1145,Dublin,Meuse,Muramvya,Ireland,Europe
1146,Cork,Creuse,Haskovo,Ireland,Europe
1147,Luimneach,Bracknell Forest,Kayanza,Ireland,Europe
1148,Gaillimh,Ceredigion [Sir Ceredigion],Bujumbura Rural,Ireland,Europe
1149,Douglas,Calvados,Ruyigi,Isle of Man,Europe
1150,Ramsey,Angus,Ngozi,Isle of Man,Europe
1151,Peel,Bas-Rhin,Cankuzo,Isle of Man,Europe
1152,Port Erin,Aberdeen City,Gitega,Isle of Man,Europe
1153,Rome,Blaenau Gwent,Yambol,Italy,Europe
1154,Milan,Calderdale,Bubanza,Italy,Europe
1155,Naples,Bridgend [Pen-y-bont ar Ogwr GB-POG],Amap,Italy,Europe
1156,Turin,Var,Couffo,Italy,Europe
1157,Saint Helier,"Armagh, Banbridge and Craigavon",Mwaro,Jersey,Europe
1158,Le Hocq,H_rault,Atacora,Jersey,Europe
1159,Pristina,Pas-de-Calais,Acre,Kosovo,Europe
1160,Prizren,Rh ne,Bonaire,Kosovo,Europe
1161,Suva Reka,Yvelines,Borgou,Kosovo,Europe
1162,Ferizaj,Eure-et-Loir,Rumonge,Kosovo,Europe
1163,Riga,Seine-et-Marne,Mono,Latvia,Europe
1164,Daugavpils,Indre-et-Loire,Littoral,Latvia,Europe
1165,Jelgava,Vienne,Bujumbura Mairie,Latvia,Europe
1166,Ventspils,"Bristol, City of",Mato Grosso do Sul,Latvia,Europe
1167,Schaan,Buckinghamshire,Makamba,Liechtenstein,Europe
1168,Vaduz,Nyanga,Zou,Liechtenstein,Europe
1169,Triesen,Yap,Maranh o,Liechtenstein,Europe
1170,Balzers,Ards and North Down,Moore's Island,Liechtenstein,Europe
1171,Vilnius,Val-de-Marne,Donga,Lithuania,Europe
1172,Kaunas,Orne,Mato Grosso,Lithuania,Europe
1173,Alytus,Armagh,El Beni,Lithuania,Europe
1174,Dainava,Estuaire,Temburong,Lithuania,Europe
1175,Luxembourg,Tarn-et-Garonne,Tarija,Luxembourg,Europe
1176,Esch-sur-Alzette,Jura,Oruro,Luxembourg,Europe
1177,Dudelange,Territoire de Belfort,Rutana,Luxembourg,Europe
1178,Schifflange,Bury,Collines,Luxembourg,Europe
1179,Birkirkara,Bromley,Exuma,Malta,Europe
1180,Qormi,Aude,Tocantins,Malta,Europe
1181,Mosta,Vosges,North Abaco,Malta,Europe
1182,Saint John,Cumbria,Ou_m_,Malta,Europe
1183,Chisinau,Aberdeenshire,Chuquisaca,Moldova,Europe
1184,Tiraspol,Seine-Maritime,Cochabamba,Moldova,Europe
1185,Bender,Paris,Tutong,Moldova,Europe
1186,Cahul,Haute-Sa ne,Goi s,Moldova,Europe
1187,Monaco,Ogoou_-Ivindo,North Eleuthera,Monaco,Europe
1188,Monte-Carlo,Haute-Vienne,Alibori,Monaco,Europe
1189,La Condamine,Sarthe,Bimini,Monaco,Europe
1190,Fontvieille,Antrim and Newtownabbey,Alagoas,Monaco,Europe
1191,Podgorica,Central Bedfordshire,Black Point,Montenegro,Europe
1192,Herceg-Novi,Seine-Saint-Denis,Al Muarraq,Montenegro,Europe
1193,Pljevlja,Bedford,Central Eleuthera,Montenegro,Europe
1194,Budva,Argyll and Bute,Prince Edward Island,Montenegro,Europe
1195,Amsterdam,Bath and North East Somerset,La Paz,Netherlands,Europe
1196,Rotterdam,Ogoou_-Lolo,Grand Cay,Netherlands,Europe
1197,The Hague,Darlington,Rio Grande do Sul,Netherlands,Europe
1198,Utrecht,Brent,Brunei-Muara,Netherlands,Europe
1199,Skopje,Isle of Anglesey [Sir Ynys M n GB-YNM],Belait,North Macedonia,Europe
1200,Bitola,Hauts-de-Seine,Thimphu,North Macedonia,Europe
1201,Kumanovo,Moyen-Ogoou_,Hope Town,North Macedonia,Europe
1202,Prilep,Bexley,Pando,North Macedonia,Europe
1203,Oslo,Durham,Mayaguana,Norway,Europe
1204,Bergen,Cheshire East,Crooked Island and Long Cay,Norway,Europe
1205,Trondheim,Blackburn with Darwen,Sergipe,Norway,Europe
1206,Stavanger,Cambridgeshire,Amazonas,Norway,Europe
1207,Warsaw,Derby,Sint Eustatius,Poland,Europe
1208,Szczecin,Coventry,Spanish Wells,Poland,Europe
1209,Bydgoszcz,Bolton,Rio Grande do Norte,Poland,Europe
1210,Lublin,Val-d'Oise,Distrito Federal,Poland,Europe
1211,Lisbon,Cardiff [Caerdydd GB-CRD],Pernambuco,Portugal,Europe
1212,Porto,Causeway Coast and Glens,Cear,Portugal,Europe
1213,Amadora,Barnsley,Saskatchewan,Portugal,Europe
1214,Oeiras,Belfast,Trongsa,Portugal,Europe
1215,Bucharest,Bournemouth,Toledo,Romania,Europe
1216,Sector 3,Caerphilly [Caerffili GB-CAF],South Abaco,Romania,Europe
1217,Sector 6,Woleu-Ntem,S o Paulo,Romania,Europe
1218,Sector 2,Conwy,Para ba,Romania,Europe
1219,Moscow,Derry and Strabane,Chhukha,Russia,Europe
1220,Saint Petersburg,Blackpool,Esp rito Santo,Russia,Europe
1221,Novosibirsk,Carmarthenshire [Sir Gaerfyrddin GB-GFY],Ragged Island,Russia,Europe
1222,Yekaterinburg,Barking and Dagenham,Minas Gerais,Russia,Europe
1223,Serravalle,Croydon,Rond nia,San Marino,Europe
1224,Borgo Maggiore,Cheshire West and Chester,Potos,San Marino,Europe
1225,San Marino,Derbyshire,Piau,San Marino,Europe
1226,Domagnano,Cornwall,Sarpang,San Marino,Europe
1227,Belgrade,Dumfries and Galloway,Chobe,Serbia,Europe
1228,Novi Sad,East Sussex,Francistown,Serbia,Europe
1229,Zemun,Devon,Kasa  Central,Serbia,Europe
1230,Kragujevac,East Riding of Yorkshire,Orange Walk,Serbia,Europe
1231,Bratislava,East Dunbartonshire,North Andros,Slovakia,Europe
1232,Nitra,Havering,Maniema,Slovakia,Europe
1233,Trnava,Enfield,Roraima,Slovakia,Europe
1234,Martin,Hammersmith and Fulham,New Providence,Slovakia,Europe
1235,Ljubljana,Ealing,Acklins,Slovenia,Europe
1236,Maribor,Falkirk,Homyel'skaya voblasts' (be) - Gomel'skaya oblast',Slovenia,Europe
1237,Celje,Dundee City,Manitoba,Slovenia,Europe
1238,Kranj,"Edinburgh, City of",West Grand Bahama,Slovenia,Europe
1239,Madrid,Gateshead,Pemagatshel,Spain,Europe
1240,Barcelona,Camden,Central Abaco,Spain,Europe
1241,Valencia,Dudley,Saba,Spain,Europe
1242,Sevilla,Fife,Kongo Central,Spain,Europe
1243,Longyearbyen,Denbighshire [Sir Ddinbych GB-DDB],Zhemgang,Svalbard and Jan Mayen,Europe
1244,Olonkinbyen,Dorset,Cat Island,Svalbard and Jan Mayen,Europe
1245,Stockholm,Doncaster,Bahia,Sweden,Europe
1246,Uppsala,Glasgow City,Rio de Janeiro,Sweden,Europe
1247,Sollentuna,Essex,Hrodzenskaya voblasts' (be) - Grodnenskaya oblast',Sweden,Europe
1248,Helsingborg,East Renfrewshire,Haa,Sweden,Europe
1249,Basel,Eilean Siar,San Salvador,Switzerland,Europe
1250,Bern,Highland,Par,Switzerland,Europe
1251,Lausanne,Hertfordshire,Inagua,Switzerland,Europe
1252,Winterthur,Haringey,North West,Switzerland,Europe
1253,Kyiv,Gloucestershire,Dagana,Ukraine,Europe
1254,Kharkiv,Hackney,Lhuentse,Ukraine,Europe
1255,Dnipro,East Ayrshire,Central Andros,Ukraine,Europe
1256,Donetsk,Fermanagh and Omagh,Corozal,Ukraine,Europe
1257,London,Greenwich,Long Island,United Kingdom,Europe
1258,Birmingham,Hounslow,East Grand Bahama,United Kingdom,Europe
1259,Liverpool,Hillingdon,Newfoundland and Labrador,United Kingdom,Europe
1260,Nottingham,Harrow,Rum Cay,United Kingdom,Europe
1261,Vatican City,Gwynedd,Punakha,Vatican City,Europe
1262,Mariehamn,Islington,Harbour Island,Åland,Europe
1263,Jomala,Isles of Scilly,Tsirang,Åland,Europe
1264,Lemland,Lambeth,Lomami,Åland,Europe
1265,Saltvik,Kingston upon Thames,Paran,Åland,Europe
1266,The Valley,Flintshire [Sir y Fflint GB-FFL],Kwango,Anguilla,North America
1267,Blowing Point Village,Knowsley,Samtse,Anguilla,North America
1268,Sandy Ground Village,Kirklees,City of Freeport,Anguilla,North America
1269,The Quarter,Kingston upon Hull,Gasa,Anguilla,North America
1270,All Saints,Lincolnshire,South Andros,Antigua and Barbuda,North America
1271,Piggotts,Leicester,Paro,Antigua and Barbuda,North America
1272,Liberta,Herefordshire,Monggar,Antigua and Barbuda,North America
1273,Bolands,Medway,Bangui,Antigua and Barbuda,North America
1274,Oranjestad,Lancashire,Trashi Yangtse,Aruba,North America
1275,Nassau,Inverclyde,Santa Catarina,Bahamas,North America
1276,Lucaya,Middlesbrough,North East,Bahamas,North America
1277,Freeport,Halton,Kasa,Bahamas,North America
1278,West End,Lewisham,Kgalagadi,Bahamas,North America
1279,Bridgetown,Kensington and Chelsea,Nord-Kivu,Barbados,North America
1280,Speightstown,Monmouthshire [Sir Fynwy GB-FYN],Samdrup Jongkhar,Barbados,North America
1281,Oistins,North Yorkshire,Wangdue Phodrang,Barbados,North America
1282,Bathsheba,North Lanarkshire,Trashigang,Barbados,North America
1283,Belize City,Merton,quateur,Belize,North America
1284,San Ignacio,North Somerset,Gaborone,Belize,North America
1285,Orange Walk,Kent,Mangrove Cay,Belize,North America
1286,Belmopan,Manchester,Central,Belize,North America
1287,Saint George,Hartlepool,Lobatse,Bermuda,North America
1288,Hamilton,Hampshire,Bumthang,Bermuda,North America
1289,Kralendijk,Isle of Wight,Kweneng,Bonaire,North America
1290,Dorp Antriol,Lisburn and Castlereagh,Jwaneng,Bonaire,North America
1291,Dorp Tera Kora,Leeds,Berry Islands,Bonaire,North America
1292,Oranjestad,Northumberland,Sowa Town,Bonaire,North America
1293,Road Town,Mid Ulster,Ghanzi,British Virgin Islands,North America
1294,Toronto,Liverpool,Nord-Ubangi,Canada,North America
1295,Calgary,Mid and East Antrim,Bresckaja voblasc (be) - Brestskaja oblast' (ru),Canada,North America
1296,Ottawa,"London, City of",Nova Scotia,Canada,North America
1297,Edmonton,Norfolk,British Columbia,Canada,North America
1298,George Town,Leicestershire,Kgatleng,Cayman Islands,North America
1299,West Bay,North Lincolnshire,Nunavut,Cayman Islands,North America
1300,Bodden Town,Luton,Mahilyowskaya voblasts' (be) - Mogilevskaya oblast,Cayman Islands,North America
1301,East End,Moray,Minskaya voblasts' (be) - Minskaya oblast' (ru),Cayman Islands,North America
1302,San Francisco,Midlothian,Ontario,Costa Rica,North America
1303,Alajuela,North East Lincolnshire,South Eleuthera,Costa Rica,North America
1304,Liberia,Newcastle upon Tyne,Horad Minsk,Costa Rica,North America
1305,Puntarenas,Pembrokeshire [Sir Benfro GB-BNF],Vitsyebskaya voblasts' (be) - Vitebskaya oblast' (,Costa Rica,North America
1306,Havana,Neath Port Talbot [Castell-nedd Port Talbot GB-CTL,Haut-Katanga,Cuba,North America
1307,Santiago de Cuba,North Ayrshire,Kinshasa,Cuba,North America
1308,Santa Clara,Nottinghamshire,Bas-U_l_,Cuba,North America
1309,Diez de Octubre,Slough,Belize,Cuba,North America
1310,Willemstad,Newham,Ituri,Curacao,North America
1311,Sint Michiel Liber,"Newry, Mourne and Down",Cayo,Curacao,North America
1312,Barber,Somerset,Yukon,Curacao,North America
1313,Dorp Soto,Sutton,South East,Curacao,North America
1314,Roseau,North Tyneside,Northwest Territories,Dominica,North America
1315,Portsmouth,Nottingham,Alberta,Dominica,North America
1316,Marigot,Northamptonshire,Kasa  Oriental,Dominica,North America
1317,Berekua,Powys,Kwilu,Dominica,North America
1318,Santo Domingo,Rotherham,Mai-Ndombe,Dominican Republic,North America
1319,Santiago de los Caballeros,Perth and Kinross,Southern,Dominican Republic,North America
1320,Santo Domingo Oeste,Milton Keynes,Mbomou,Dominican Republic,North America
1321,Santo Domingo Este,Merthyr Tydfil [Merthyr Tudful GB-MTU],Mongala,Dominican Republic,North America
1322,San Salvador,Renfrewshire,Selibe Phikwe,El Salvador,North America
1323,Soyapango,South Ayrshire,Stann Creek,El Salvador,North America
1324,Santa Ana,Newport [Casnewydd GB-CNW],Haut-U_l_,El Salvador,North America
1325,San Miguel,Solihull,New Brunswick,El Salvador,North America
1326,Nuuk,Oxfordshire,Bamingui-Bangoran,Greenland,North America
1327,Sisimiut,Sefton,Lualaba,Greenland,North America
1328,Ilulissat,Stockport,Quebec,Greenland,North America
1329,Qaqortoq,Shropshire,Tshopo,Greenland,North America
1330,Gouyave,Peterborough,Haut-Lomami,Grenada,North America
1331,Grenville,Reading,Ouham,Grenada,North America
1332,Victoria,Sandwell,Ouaka,Grenada,North America
1333,Sauteurs,Rutland,Basel-Landschaft (de),Grenada,North America
1334,Les Abymes,Salford,Gribingui,Guadeloupe,North America
1335,Baie-Mahault,"Rhondda, Cynon, Taff [Rhondda, Cynon,Taf]",Niari,Guadeloupe,North America
1336,Le Gosier,South Tyneside,Basse-Kotto,Guadeloupe,North America
1337,Petit-Bourg,Redcar and Cleveland,Sankuru,Guadeloupe,North America
1338,Guatemala City,Poole,Vaud (fr),Guatemala,North America
1339,Mixco,Plymouth,Vakaga,Guatemala,North America
1340,Villa Nueva,Sheffield,Ombella-Mpoko,Guatemala,North America
1341,Petapa,Swindon,Kouilou,Guatemala,North America
1342,Port-au-Prince,Portsmouth,Plateaux,Haiti,North America
1343,Carrefour,South Gloucestershire,Pool,Haiti,North America
1344,Delmas 73,Telford and Wrekin,Mamb_r_-Kad_,Haiti,North America
1345,Port-de-Paix,Suffolk,Sud-Kivu,Haiti,North America
1346,Tegucigalpa,Oldham,Sangha,Honduras,North America
1347,San Pedro Sula,Redbridge,G h-Djiboua,Honduras,North America
1348,Choloma,Rochdale,Sud-Ubangi,Honduras,North America
1349,La Ceiba,Orkney Islands,Gen ve (fr),Honduras,North America
1350,Kingston,Swansea [Abertawe GB-ATA],Bouenza,Jamaica,North America
1351,New Kingston,Thurrock,Haute-Kotto,Jamaica,North America
1352,Spanish Town,Stockton-on-Tees,Fribourg (fr),Jamaica,North America
1353,Portmore,Richmond upon Thames,Thurgau (de),Jamaica,North America
1354,Fort-de-France,"Scottish Borders, The",Pointe-Noire,Martinique,North America
1355,Le Lamentin,Southampton,Ticino (it),Martinique,North America
1356,Le Robert,Tameside,Sassandra-Marahou_,Martinique,North America
1357,Sainte-Marie,St. Helens,Likouala,Martinique,North America
1358,Mexico City,Trafford,Lagunes,Mexico,North America
1359,Iztapalapa,Stirling,Savanes,Mexico,North America
1360,Ecatepec,Sunderland,Tanganyika,Mexico,North America
1361,Guadalajara,West Dunbartonshire,Ouham-Pend_,Mexico,North America
1362,Brades,Warwickshire,North,Montserrat,North America
1363,Saint Peters,Torfaen [Tor-faen],Haut-Mbomou,Montserrat,North America
1364,Plymouth,Stoke-on-Trent,Magallanes,Montserrat,North America
1365,Managua,Southend-on-Sea,Brazzaville,Nicaragua,North America
1366,Masaya,West Berkshire,Dengu_l_,Nicaragua,North America
1367,Tipitapa,Surrey,Appenzell Ausserrhoden (de),Nicaragua,North America
1368,Chinandega,Staffordshire,Abidjan,Nicaragua,North America
1369,San Miguelito,Warrington,Appenzell Innerrhoden (de),Panama,North America
1370,Las Cumbres,Southwark,Lobaye,Panama,North America
1371,La Chorrera,Wrexham [Wrecsam GB-WRC],Tshuapa,Panama,North America
1372,Pedregal,Torbay,Coquimbo,Panama,North America
1373,San Juan,Wakefield,Cuvette-Ouest,Puerto Rico,North America
1374,Carolina,South Lanarkshire,Jura (fr),Puerto Rico,North America
1375,Ponce,Tower Hamlets,Nana-Mamb_r_,Puerto Rico,North America
1376,Caguas,Waltham Forest,Yamoussoukro,Puerto Rico,North America
1377,Gustavia,Wolverhampton,Z rich (de),Saint Barthélemy,North America
1378,Basseterre,Saint John,Bern (de),Saint Kitts and Nevis,North America
1379,Fig Tree,Windsor and Maidenhead,Aargau (de),Saint Kitts and Nevis,North America
1380,Market Shop,Westminster,Glarus (de),Saint Kitts and Nevis,North America
1381,Middle Island,Upper West,Anhui,Saint Kitts and Nevis,North America
1382,Castries,Worcestershire,Sangha,Saint Lucia,North America
1383,Vieux Fort,Western,Beijing,Saint Lucia,North America
1384,Micoud,Eastern,Basel-Stadt (de),Saint Lucia,North America
1385,Dennery,West Sussex,K_mo-Gribingui,Saint Lucia,North America
1386,Marigot,Greater Accra,Obwalden (de),Saint Martin,North America
1387,Saint-Pierre,Central,Montagnes,Saint Pierre and Miquelon,North America
1388,Miquelon,Kakhet'i,Nidwalden (de),Saint Pierre and Miquelon,North America
1389,Kingstown,Dabola,Graub nden (de),Saint Vincent and the Grenadines,North America
1390,Georgetown,Shida K'art'li,Schaffhausen (de),Saint Vincent and the Grenadines,North America
1391,Byera Village,Abkhazia,South-West,Saint Vincent and the Grenadines,North America
1392,Biabou,Imeret'i,Arica y Parinacota,Saint Vincent and the Grenadines,North America
1393,Cul de Sac,Walsall,Sankt Gallen (de),Sint Maarten,North America
1394,Koolbaai,Wirral,Shaanxi,Sint Maarten,North America
1395,Philipsburg,"Vale of Glamorgan, The [Bro Morgannwg GB-BMG]",uble,Sint Maarten,North America
1396,Chaguanas,Wokingham,North-West,Trinidad and Tobago,North America
1397,Mon Repos,Saint Patrick,Liaoning,Trinidad and Tobago,North America
1398,San Fernando,T'bilisi,Hunan,Trinidad and Tobago,North America
1399,Port of Spain,Wandsworth,Uri (de),Trinidad and Tobago,North America
1400,Cockburn Town,Ajaria,Vall_e du Bandama,Turks and Caicos Islands,North America
1401,Saint Croix,Wigan,Bas-Sassandra,U.S. Virgin Islands,North America
1402,Charlotte Amalie,York,Los R os,U.S. Virgin Islands,North America
1403,Cruz Bay,Saint Andrew,Shandong,U.S. Virgin Islands,North America
1404,New York City,Mts'khet'a-Mt'ianet'i,Amazonas,United States,North America
1405,Los Angeles,Shetland Islands,Lacs,United States,North America
1406,Chicago,Southern Grenadine Islands,Zug (de),United States,North America
1407,Brooklyn,Wiltshire,Neuch tel (fr),United States,North America
1408,Buenos Aires,Saint David,Solothurn (de),Argentina,South America
1409,Rosario,For_cariah,Luzern (de),Argentina,South America
1410,Mendoza,Northern,L_koumou,Argentina,South America
1411,La Plata,Guria,Atacama,Argentina,South America
1412,Santa Cruz de la Sierra,Western,Cauca,Bolivia,South America
1413,Cochabamba,West Lothian,Guangxi,Bolivia,South America
1414,La Paz,Saint Mark,Jiangsu,Bolivia,South America
1415,Sucre,Racha-Lech khumi-K vemo Svanet i,Zanzan,Bolivia,South America
1416,Rio de Janeiro,Saint George,Los Lagos,Brazil,South America
1417,Salvador,Volta,Cuvette,Brazil,South America
